CohortMonth,CohortIndex,retention_rate
2009-12,13,0.5024562913683565
2010-01,13,0.264024991362762
2010-02,13,0.1637209207241644
2010-03,13,0.18620808932975505
2010-04,13,0.1724508897661536
2010-05,13,0.15770485112691546
2010-06,13,0.30784979986929617
2010-07,13,0.16367641092026203
2010-08,13,0.18454765896349193
2010-09,13,0.6442392412770157
2010-10,13,0.26904027687195237
2010-11,13,0.2625943503301856
2010-12,13,0.017154077017094777
2009-12,14,0.4515904595790155
2010-01,14,0.21496449831467776
2010-02,14,0.20301719560848933
2010-03,14,0.17903505037407116
2010-04,14,0.18198484724105304
2010-05,14,0.16394294462685516
2010-06,14,0.1229220395292098
2010-07,14,0.19069897591730056
2010-08,14,0.3016741588406829
2010-09,14,0.15939314939441468
2010-10,14,0.3040565752527692
2010-11,14,0.041368001373405315
2009-12,15,0.31464726885801303
2010-01,15,0.3000701688096038
2010-02,15,0.12200354777637244
2010-03,15,0.20202355945876543
2010-04,15,0.13476844471397892
2010-05,15,0.09342440112336947
2010-06,15,0.3494895926844925
2010-07,15,0.20894871458333475
2010-08,15,0.32121364976847616
2010-09,15,0.27869082577082466
2010-10,15,0.056966580155426605
2009-12,16,0.3750912156316391
2010-01,16,0.19222797135842135
2010-02,16,0.22370605388992207
2010-03,16,0.13558910524262244
2010-04,16,0.18066476824972794
2010-05,16,0.1332554337749745
2010-06,16,0.14281919496573528
2010-07,16,0.20821158290765937
2010-08,16,0.3253073934322729
2010-09,16,0.03435456431431306
2009-12,17,0.23858443932172396
2010-01,17,0.3097068873001954
2010-02,17,0.1765427429383451
2010-03,17,0.1816446936854835
2010-04,17,0.14365990580587784
2010-05,17,0.20079002144155003
2010-06,17,0.29279215068851494
2010-07,17,0.3010174202656579
2010-08,17,0.09264431707473875
2009-12,18,0.4187384211542519
2010-01,18,0.25326068734939
2010-02,18,0.1967624957856848
2010-03,18,0.21333272549547855
2010-04,18,0.15579096821171087
2010-05,18,0.15931670354985225
2010-06,18,0.21248209384974678
2010-07,18,0.09571652143671389
2009-12,19,0.40962848191629486
2010-01,19,0.2966777896152633
2010-02,19,0.1500385806503593
2010-03,19,0.20242358463370588
2010-04,19,0.25831750556959626
2010-05,19,0.14378219957352392
2010-06,19,0.03393827861038812
2009-12,20,0.37197271161583967
2010-01,20,0.26474246677358465
2010-02,20,0.2673390487642939
2010-03,20,0.2447805628553199
2010-04,20,0.24048098837188575
2010-05,20,0.03095615292237014
2009-12,21,0.4006317095345205
2010-01,21,0.36678122744367225
2010-02,21,0.27043067639710094
2010-03,21,0.26570058138714375
2010-04,21,0.03977232870279119
2009-12,22,0.5503354852299989
2010-01,22,0.37114673349313476
2010-02,22,0.22684619544233947
2010-03,22,0.07369289564299267
2009-12,23,0.607092780626115
2010-01,23,0.3626347447782525
2010-02,23,0.06569061769207506
2009-12,24,0.6534455445257739
2010-01,24,0.054678740839779985
2009-12,25,0.23908298650654586
