CohortMonth,CohortIndex,retention_rate
2009-12,13,0.37591623036649213
2010-01,13,0.22193211488250653
2010-02,13,0.15240641711229946
2010-03,13,0.20090293453724606
2010-04,13,0.13945578231292516
2010-05,13,0.15354330708661418
2010-06,13,0.14814814814814814
2010-07,13,0.13440860215053763
2010-08,13,0.15432098765432098
2010-09,13,0.21810699588477367
2010-10,13,0.1909814323607427
2010-11,13,0.2553846153846154
2010-12,13,0.02631578947368421
2009-12,14,0.28272251308900526
2010-01,14,0.17754569190600522
2010-02,14,0.17379679144385027
2010-03,14,0.16252821670428894
2010-04,14,0.1564625850340136
2010-05,14,0.15354330708661418
2010-06,14,0.12222222222222222
2010-07,14,0.13440860215053763
2010-08,14,0.18518518518518517
2010-09,14,0.1646090534979424
2010-10,14,0.23076923076923078
2010-11,14,0.06153846153846154
2009-12,15,0.24397905759162303
2010-01,15,0.18798955613577023
2010-02,15,0.12299465240641712
2010-03,15,0.20090293453724606
2010-04,15,0.1564625850340136
2010-05,15,0.0984251968503937
2010-06,15,0.1111111111111111
2010-07,15,0.1935483870967742
2010-08,15,0.17901234567901234
2010-09,15,0.16049382716049382
2010-10,15,0.06896551724137931
2009-12,16,0.30261780104712044
2010-01,16,0.1514360313315927
2010-02,16,0.20053475935828877
2010-03,16,0.16930022573363432
2010-04,16,0.1564625850340136
2010-05,16,0.12598425196850394
2010-06,16,0.12222222222222222
2010-07,16,0.17204301075268819
2010-08,16,0.19753086419753085
2010-09,16,0.053497942386831275
2009-12,17,0.2628272251308901
2010-01,17,0.2349869451697128
2010-02,17,0.16042780748663102
2010-03,17,0.17381489841986456
2010-04,17,0.13945578231292516
2010-05,17,0.1377952755905512
2010-06,17,0.13333333333333333
2010-07,17,0.23655913978494625
2010-08,17,0.06790123456790123
2009-12,18,0.30261780104712044
2010-01,18,0.19843342036553524
2010-02,18,0.16310160427807488
2010-03,18,0.15575620767494355
2010-04,18,0.14965986394557823
2010-05,18,0.16535433070866143
2010-06,18,0.2037037037037037
2010-07,18,0.08064516129032258
2009-12,19,0.28272251308900526
2010-01,19,0.185378590078329
2010-02,19,0.1443850267379679
2010-03,19,0.17607223476297967
2010-04,19,0.18027210884353742
2010-05,19,0.15354330708661418
2010-06,19,0.05185185185185185
2009-12,20,0.25968586387434556
2010-01,20,0.195822454308094
2010-02,20,0.22994652406417113
2010-03,20,0.20090293453724606
2010-04,20,0.22448979591836735
2010-05,20,0.047244094488188976
2009-12,21,0.2554973821989529
2010-01,21,0.24281984334203655
2010-02,21,0.22994652406417113
2010-03,21,0.21218961625282168
2010-04,21,0.05782312925170068
2009-12,22,0.31518324607329845
2010-01,22,0.19321148825065274
2010-02,22,0.16310160427807488
2010-03,22,0.07900677200902935
2009-12,23,0.30471204188481676
2010-01,23,0.2454308093994778
2010-02,23,0.058823529411764705
2009-12,24,0.4073298429319372
2010-01,24,0.057441253263707574
2009-12,25,0.1968586387434555
